Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;Age;Customer_Days;MntTotal;MntRegularProds;AcceptedCmpOverall;MntCalculado;Diferencia_Mnt;Total_Children;Spending_Category;Income_Category;Total_Purchases;Deals_Percentage;Marital_Status;Education
34935.0;0;0;71;34.0;4.0;66.0;3.0;10.0;20.0;1;2;1;4;7;0;0;0;0;0;0;3;11;0;28;2532;117.0;97;0;137.0;20.0;0;Medium;Low;8;12.5;Married;Graduation
61250.0;0;1;49;382.0;138.0;65.0;60.0;26.0;59.0;6;5;2;12;5;0;0;0;0;0;0;3;11;0;61;2719;671.0;612;0;730.0;59.0;1;Medium;Medium;25;24.0;Divorced;Graduation
39665.0;1;0;97;127.0;1.0;56.0;0.0;1.0;31.0;3;4;2;3;7;1;0;0;0;0;0;3;11;0;39;2559;185.0;154;1;216.0;31.0;1;Medium;Low;12;25.0;Together;PhD
60152.0;0;1;6;325.0;83.0;300.0;86.0;58.0;91.0;1;6;4;12;3;0;0;0;0;0;0;3;11;0;41;2617;852.0;761;0;943.0;91.0;1;High;Medium;23;4.3478260869565215;Single;Graduation
48920.0;0;2;93;238.0;17.0;68.0;8.0;10.0;6.0;3;6;2;5;7;0;1;0;0;0;0;3;11;0;56;2411;341.0;335;1;347.0;6.0;2;Medium;Medium;16;18.75;Married;Graduation
89120.0;0;0;78;1168.0;92.0;408.0;72.0;129.0;55.0;1;5;6;7;1;0;0;1;0;0;0;3;11;0;61;2263;1869.0;1814;1;1924.0;55.0;0;High;High;19;5.263157894736842;Together;Master
44124.0;0;1;62;284.0;0.0;55.0;0.0;6.0;52.0;4;6;2;5;8;0;0;0;0;0;0;3;11;0;74;2573;345.0;293;0;397.0;52.0;1;Medium;Medium;17;23.52941176470588;Together;PhD
81169.0;0;0;47;1288.0;20.0;613.0;80.0;61.0;27.0;1;5;7;9;2;0;0;0;0;0;0;3;11;0;45;2600;2062.0;2035;0;2089.0;27.0;0;High;High;22;4.545454545454546;Single;Master
36443.0;1;1;9;65.0;0.0;46.0;4.0;3.0;20.0;4;3;1;3;8;0;0;0;0;0;0;3;11;0;59;2670;118.0;98;0;138.0;20.0;2;Medium;Low;11;36.36363636363637;Married;Graduation
26095.0;1;0;77;11.0;7.0;9.0;3.0;1.0;11.0;1;1;0;3;7;0;0;0;0;0;0;3;11;0;30;2523;31.0;20;0;42.0;11.0;1;Low;Low;5;20.0;Single;Graduation
71367.0;0;0;24;227.0;23.0;389.0;42.0;21.0;75.0;1;4;5;7;2;0;0;0;0;0;0;3;11;0;61;2469;702.0;627;0;777.0;75.0;0;Medium;High;17;5.88235294117647;Together;Graduation
80184.0;0;0;19;1035.0;134.0;670.0;25.0;38.0;0.0;1;6;3;10;3;0;0;1;1;0;0;3;11;0;76;2279;1902.0;1902;2;1902.0;0.0;0;High;High;20;5.0;Married;Master
30630.0;1;1;67;27.0;1.0;12.0;2.0;0.0;10.0;2;2;0;3;7;0;0;0;0;0;0;3;11;0;55;2312;42.0;32;0;52.0;10.0;2;Low;Low;7;28.57142857142857;Divorced;Graduation
73454.0;0;0;95;982.0;73.0;351.0;56.0;14.0;175.0;1;2;4;6;5;1;0;0;0;0;0;3;11;0;33;2279;1476.0;1301;1;1651.0;175.0;0;High;High;13;7.6923076923076925;Single;Master
42691.0;0;0;48;179.0;2.0;64.0;38.0;17.0;58.0;1;5;1;6;5;0;0;0;0;0;0;3;11;0;29;2476;300.0;242;0;358.0;58.0;0;Medium;Medium;13;7.6923076923076925;Married;Graduation
70503.0;0;0;73;1379.0;33.0;216.0;0.0;33.0;66.0;1;2;4;9;6;0;1;1;0;0;0;3;11;0;67;2796;1661.0;1595;2;1727.0;66.0;0;High;High;16;6.25;Married;Graduation
25545.0;1;0;35;32.0;1.0;64.0;16.0;12.0;85.0;3;2;2;3;6;0;0;0;0;0;0;3;11;1;33;2818;125.0;40;0;210.0;85.0;1;Medium;Low;10;30.0;Married;Graduation
32880.0;1;0;76;8.0;4.0;15.0;7.0;6.0;2.0;1;1;0;3;8;0;0;0;0;0;0;3;11;0;34;2731;40.0;38;0;42.0;2.0;1;Low;Low;5;20.0;Married;Graduation
77863.0;0;0;20;881.0;38.0;319.0;16.0;25.0;12.0;1;4;5;10;2;0;0;0;0;0;0;3;11;0;62;2373;1279.0;1267;0;1291.0;12.0;0;High;High;20;5.0;Together;PhD
50353.0;0;0;72;141.0;15.0;153.0;67.0;31.0;35.0;1;4;4;6;3;0;0;0;0;0;0;3;11;0;43;2180;407.0;372;0;442.0;35.0;0;Medium;Medium;15;6.666666666666667;Married;Master
61839.0;0;0;20;1000.0;155.0;379.0;224.0;17.0;120.0;1;4;8;4;8;0;0;0;0;0;0;3;11;0;56;2845;1775.0;1655;0;1895.0;120.0;0;High;Medium;17;5.88235294117647;Single;Graduation
49154.0;1;1;69;206.0;10.0;67.0;30.0;27.0;71.0;6;4;1;8;6;0;0;0;0;0;0;3;11;0;60;2397;340.0;269;0;411.0;71.0;2;Medium;Medium;19;31.57894736842105;Married;PhD
47682.0;0;1;80;162.0;61.0;83.0;97.0;57.0;61.0;4;4;3;8;5;0;0;0;0;0;0;3;11;0;45;2658;460.0;399;0;521.0;61.0;1;Medium;Medium;19;21.052631578947366;Widow;2n Cycle
72679.0;0;1;65;619.0;54.0;260.0;127.0;54.0;54.0;1;4;7;5;1;0;0;0;0;0;0;3;11;0;51;2443;1114.0;1060;0;1168.0;54.0;1;High;High;17;5.88235294117647;Single;Graduation
57954.0;1;1;52;456.0;4.0;24.0;0.0;0.0;9.0;7;8;2;6;7;0;1;0;0;0;0;3;11;0;43;2170;484.0;475;1;493.0;9.0;2;Medium;Medium;23;30.434782608695656;Together;Master
65316.0;1;1;65;112.0;6.0;92.0;3.0;9.0;38.0;2;3;2;5;4;0;0;0;0;0;0;3;11;0;58;2590;222.0;184;0;260.0;38.0;2;Medium;High;12;16.666666666666664;Married;Graduation
28567.0;1;0;57;11.0;3.0;22.0;2.0;2.0;6.0;2;2;0;3;6;0;0;0;0;0;0;3;11;0;38;2536;40.0;34;0;46.0;6.0;1;Low;Low;7;28.57142857142857;Single;Graduation
47352.0;0;1;70;172.0;12.0;112.0;8.0;0.0;15.0;4;6;1;5;7;0;0;0;0;0;0;3;11;0;69;2603;304.0;289;0;319.0;15.0;1;Medium;Medium;16;25.0;Together;Master
44931.0;0;1;0;78.0;0.0;11.0;0.0;0.0;7.0;1;2;1;3;5;0;0;0;0;0;0;3;11;0;53;2321;89.0;82;0;96.0;7.0;1;Low;Medium;7;14.285714285714285;Together;Graduation
76982.0;0;0;19;464.0;151.0;292.0;65.0;60.0;30.0;1;8;3;4;4;0;0;1;0;0;0;3;11;1;53;2293;1032.0;1002;1;1062.0;30.0;0;High;High;16;6.25;Divorced;Graduation
57247.0;0;1;50;99.0;4.0;32.0;37.0;54.0;6.0;2;2;1;7;2;0;0;0;0;0;0;3;11;0;68;2484;226.0;220;0;232.0;6.0;1;Medium;Medium;12;16.666666666666664;Together;2n Cycle
22944.0;1;0;67;19.0;3.0;19.0;4.0;5.0;26.0;3;3;0;3;7;0;0;0;0;0;0;3;11;0;39;2347;50.0;24;0;76.0;26.0;1;Low;Low;9;33.33333333333333;Single;Master
25315.0;1;0;46;1.0;9.0;8.0;11.0;3.0;22.0;3;3;0;3;8;0;0;0;0;0;0;3;11;0;43;2393;32.0;10;0;54.0;22.0;1;Low;Low;9;33.33333333333333;Together;2n Cycle
43638.0;0;1;37;63.0;10.0;83.0;7.0;19.0;19.0;2;4;1;4;7;0;0;0;0;0;0;3;11;0;51;2851;182.0;163;0;201.0;19.0;1;Medium;Medium;11;18.181818181818183;Widow;Graduation
42710.0;1;0;38;252.0;3.0;42.0;4.0;3.0;102.0;2;4;5;3;6;0;0;0;0;0;0;3;11;0;36;2737;304.0;202;0;406.0;102.0;1;Medium;Medium;14;14.285714285714285;Single;PhD
84169.0;0;0;9;1478.0;19.0;403.0;0.0;19.0;0.0;1;7;6;6;3;0;1;1;0;0;0;3;11;1;38;2485;1919.0;1919;2;1919.0;0.0;0;High;High;20;5.0;Married;PhD
54058.0;0;1;56;198.0;18.0;252.0;32.0;108.0;54.0;2;4;6;8;3;0;0;0;0;0;0;3;11;0;44;2549;608.0;554;0;662.0;54.0;1;Medium;Medium;20;10.0;Together;Graduation
24683.0;1;0;98;8.0;4.0;10.0;6.0;7.0;6.0;2;2;0;4;5;0;0;0;0;0;0;3;11;0;30;2272;35.0;29;0;41.0;6.0;1;Low;Low;8;25.0;Married;2n Cycle
85620.0;0;0;68;416.0;46.0;925.0;60.0;107.0;46.0;1;3;6;4;1;0;0;0;0;0;0;3;11;1;56;2332;1554.0;1508;0;1600.0;46.0;0;High;High;14;7.142857142857142;Widow;Graduation
47850.0;1;0;72;42.0;7.0;43.0;20.0;12.0;10.0;1;3;0;4;6;0;0;0;0;0;0;3;11;0;40;2367;124.0;114;0;134.0;10.0;1;Medium;Medium;8;12.5;Married;Graduation
19514.0;1;1;47;14.0;3.0;21.0;2.0;1.0;28.0;4;3;1;2;8;1;0;0;0;0;0;3;11;1;52;2313;41.0;13;1;69.0;28.0;2;Low;Low;10;40.0;Married;Graduation
27159.0;1;1;33;17.0;0.0;3.0;0.0;0.0;1.0;2;1;0;3;6;0;0;0;0;0;0;3;11;0;47;2251;20.0;19;0;21.0;1.0;2;Low;Low;6;33.33333333333333;Married;Master
39548.0;1;1;87;15.0;4.0;10.0;3.0;4.0;18.0;2;1;1;3;3;0;0;0;0;0;0;3;11;0;57;2249;36.0;18;0;54.0;18.0;2;Low;Low;7;28.57142857142857;Single;2n Cycle
21474.0;1;0;0;6.0;16.0;24.0;11.0;0.0;34.0;2;3;1;2;7;1;0;0;0;0;0;3;11;1;31;2241;57.0;23;1;91.0;34.0;1;Low;Low;8;25.0;Single;Graduation
60504.0;0;1;73;458.0;0.0;24.0;6.0;4.0;34.0;2;6;2;8;6;0;0;0;0;0;0;3;11;0;49;2301;492.0;458;0;526.0;34.0;1;Medium;Medium;18;11.11111111111111;Single;PhD
22419.0;0;0;74;30.0;3.0;47.0;19.0;21.0;42.0;1;3;2;2;8;0;0;0;0;0;0;3;11;0;57;2596;120.0;78;0;162.0;42.0;0;Medium;Low;8;12.5;Married;Graduation
81698.0;0;0;4;179.0;28.0;520.0;111.0;123.0;47.0;1;3;8;13;1;0;0;0;0;0;0;3;11;1;71;2394;961.0;914;0;1008.0;47.0;0;High;High;25;4.0;Married;Master
43462.0;1;1;50;90.0;17.0;97.0;15.0;6.0;15.0;6;4;1;5;8;0;0;0;0;0;0;3;11;0;68;2814;225.0;210;0;240.0;15.0;2;Medium;Medium;16;37.5;Together;Graduation
54880.0;1;0;57;308.0;85.0;137.0;102.0;45.0;118.0;2;6;2;11;5;0;0;0;0;0;0;3;11;0;42;2644;677.0;559;0;795.0;118.0;1;Medium;Medium;21;9.523809523809524;Single;PhD
79908.0;0;0;30;557.0;129.0;761.0;29.0;185.0;111.0;1;5;6;7;2;0;0;1;0;0;0;3;11;0;38;2609;1661.0;1550;1;1772.0;111.0;0;High;High;19;5.263157894736842;Married;Graduation
15315.0;0;0;27;7.0;4.0;13.0;15.0;8.0;17.0;2;2;0;4;5;0;0;0;0;0;0;3;11;0;50;2489;47.0;30;0;64.0;17.0;0;Low;Low;8;25.0;Married;2n Cycle
87771.0;0;1;61;1492.0;38.0;287.0;50.0;57.0;33.0;1;5;10;4;6;0;1;1;1;1;0;3;11;1;61;2562;1924.0;1891;4;1957.0;33.0;1;High;High;20;5.0;Together;Graduation
33039.0;1;0;4;30.0;8.0;12.0;8.0;8.0;12.0;1;2;0;4;5;0;0;0;0;0;0;3;11;0;42;2452;66.0;54;0;78.0;12.0;1;Low;Low;7;14.285714285714285;Married;Graduation
81741.0;0;0;75;249.0;153.0;940.0;58.0;134.0;38.0;0;6;6;7;2;0;0;0;0;0;0;3;11;0;40;2537;1534.0;1496;0;1572.0;38.0;0;High;High;19;0.0;Single;Graduation
71499.0;0;1;12;465.0;25.0;132.0;136.0;0.0;37.0;2;8;3;13;4;0;0;0;0;0;0;3;11;0;49;2528;758.0;721;0;795.0;37.0;1;Medium;High;26;7.6923076923076925;Together;Master
62466.0;0;1;13;129.0;129.0;259.0;168.0;121.0;83.0;5;6;3;12;4;0;0;0;0;0;0;3;11;0;50;2324;806.0;723;0;889.0;83.0;1;High;Medium;26;19.230769230769234;Married;2n Cycle
48799.0;0;1;9;174.0;18.0;81.0;28.0;6.0;24.0;3;3;2;7;3;0;0;0;0;0;0;3;11;0;57;2395;307.0;283;0;331.0;24.0;1;Medium;Medium;15;20.0;Divorced;PhD
52157.0;0;1;48;189.0;2.0;29.0;3.0;2.0;40.0;2;3;2;5;4;0;0;0;0;0;0;3;11;0;70;2181;225.0;185;0;265.0;40.0;1;Medium;Medium;12;16.666666666666664;Together;PhD
66565.0;0;1;80;747.0;10.0;161.0;65.0;40.0;42.0;4;4;2;9;8;0;0;0;0;0;0;3;11;0;58;2730;1023.0;981;0;1065.0;42.0;1;High;High;19;21.052631578947366;Single;Graduation
29298.0;1;1;60;6.0;0.0;2.0;2.0;0.0;1.0;1;1;0;2;5;0;0;0;0;0;0;3;11;0;69;2454;10.0;9;0;11.0;1.0;2;Low;Low;4;25.0;Together;Master
47691.0;0;1;43;14.0;0.0;3.0;0.0;0.0;4.0;1;1;0;2;6;0;0;0;0;0;0;3;11;0;41;2518;17.0;13;0;21.0;4.0;1;Low;Medium;4;25.0;Single;Graduation
38200.0;1;1;19;12.0;0.0;4.0;0.0;0.0;1.0;1;1;0;2;7;0;0;0;0;0;0;3;11;0;50;2728;16.0;15;0;17.0;1.0;2;Low;Low;4;25.0;Together;Graduation
44989.0;0;1;26;98.0;0.0;106.0;49.0;10.0;106.0;5;5;1;5;6;0;0;0;0;0;0;3;11;0;46;2814;263.0;157;0;369.0;106.0;1;Medium;Medium;16;31.25;Married;Graduation
38443.0;1;1;58;32.0;0.0;5.0;0.0;0.0;1.0;2;1;0;3;7;0;0;0;0;0;0;3;11;0;52;2312;37.0;36;0;38.0;1.0;2;Low;Low;6;33.33333333333333;Married;PhD
38593.0;1;0;42;51.0;12.0;49.0;17.0;24.0;24.0;3;4;1;3;8;0;0;0;0;0;0;3;11;0;42;2448;153.0;129;0;177.0;24.0;1;Medium;Low;11;27.27272727272727;Single;2n Cycle
64413.0;0;1;27;200.0;5.0;44.0;0.0;10.0;20.0;1;5;1;5;5;0;0;0;0;0;0;3;11;0;50;2491;259.0;239;0;279.0;20.0;1;Medium;High;12;8.333333333333332;Together;PhD
36959.0;1;0;56;25.0;6.0;25.0;6.0;0.0;0.0;2;2;0;3;8;0;0;0;0;0;0;3;11;0;39;2429;62.0;62;0;62.0;0.0;1;Low;Low;7;28.57142857142857;Married;Master
61996.0;0;1;27;1050.0;12.0;144.0;0.0;0.0;24.0;3;6;4;8;5;0;1;0;1;1;0;3;11;1;43;2673;1206.0;1182;3;1230.0;24.0;1;High;Medium;21;14.285714285714285;Married;PhD
51287.0;1;1;10;117.0;0.0;22.0;13.0;0.0;30.0;3;4;1;3;7;0;0;0;0;0;0;3;11;0;52;2248;152.0;122;0;182.0;30.0;2;Medium;Medium;11;27.27272727272727;Married;Graduation
13260.0;1;1;48;9.0;4.0;17.0;10.0;2.0;7.0;4;3;0;3;8;0;0;0;0;0;0;3;11;0;50;2469;42.0;35;0;49.0;7.0;2;Low;Low;10;40.0;Married;Graduation
47472.0;1;1;39;56.0;0.0;11.0;0.0;0.0;8.0;2;2;0;4;5;0;0;0;0;0;0;3;11;0;54;2445;67.0;59;0;75.0;8.0;2;Low;Medium;8;25.0;Together;PhD
54603.0;1;1;85;145.0;13.0;46.0;17.0;2.0;4.0;6;4;2;4;7;0;0;0;0;0;0;3;11;0;64;2514;223.0;219;0;227.0;4.0;2;Medium;Medium;16;37.5;Together;Master
45207.0;1;1;64;203.0;0.0;10.0;0.0;0.0;2.0;5;3;1;6;6;0;1;0;0;0;0;3;11;0;46;2755;213.0;211;1;215.0;2.0;2;Medium;Medium;15;33.33333333333333;Married;PhD
47821.0;1;1;54;9.0;0.0;16.0;6.0;6.0;10.0;1;1;0;3;8;0;0;0;0;0;0;3;11;0;53;2411;37.0;27;0;47.0;10.0;2;Low;Medium;5;20.0;Together;2n Cycle
27450.0;0;0;57;37.0;12.0;23.0;8.0;11.0;52.0;1;2;1;3;7;0;0;0;0;0;0;3;11;0;69;2599;91.0;39;0;143.0;52.0;0;Low;Low;7;14.285714285714285;Married;Master
39453.0;1;0;64;46.0;0.0;7.0;0.0;0.0;2.0;2;2;0;3;6;0;0;0;0;0;0;3;11;0;37;2246;53.0;51;0;55.0;2.0;1;Low;Low;7;28.57142857142857;Together;Graduation
26850.0;1;1;10;31.0;1.0;13.0;7.0;2.0;9.0;4;2;1;4;4;0;0;0;0;0;0;3;11;0;49;2231;54.0;45;0;63.0;9.0;2;Low;Low;11;36.36363636363637;Together;2n Cycle
79800.0;0;0;65;1060.0;21.0;530.0;32.0;0.0;224.0;1;5;11;5;3;1;0;1;1;0;0;3;11;1;65;2803;1643.0;1419;3;1867.0;224.0;0;High;High;22;4.545454545454546;Widow;Graduation
61794.0;0;1;74;264.0;47.0;188.0;54.0;47.0;11.0;2;4;4;10;2;0;0;0;0;0;0;3;11;0;59;2447;600.0;589;0;611.0;11.0;1;Medium;Medium;20;10.0;Married;Master
53863.0;0;1;4;399.0;4.0;30.0;6.0;4.0;30.0;3;7;1;7;7;0;1;0;0;0;0;3;11;0;65;2202;443.0;413;1;473.0;30.0;1;Medium;Medium;18;16.666666666666664;Together;Graduation
24221.0;0;0;94;8.0;9.0;9.0;2.0;5.0;22.0;1;1;1;3;4;0;0;0;0;0;0;3;11;0;61;2472;33.0;11;0;55.0;22.0;0;Low;Low;6;16.666666666666664;Together;Graduation
39684.0;1;0;41;19.0;0.0;35.0;6.0;4.0;17.0;2;2;1;2;7;0;0;0;0;0;1;3;11;1;36;2784;64.0;47;0;81.0;17.0;1;Low;Low;7;28.57142857142857;Single;PhD
92163.0;0;0;25;817.0;183.0;797.0;106.0;163.0;20.0;0;5;11;5;2;0;0;1;1;0;0;3;11;1;45;2723;2066.0;2046;2;2086.0;20.0;0;High;High;21;0.0;Married;Master
69882.0;0;0;94;292.0;127.0;635.0;132.0;127.0;165.0;1;3;7;9;1;0;0;0;0;0;0;3;11;0;55;2390;1313.0;1148;0;1478.0;165.0;0;High;High;20;5.0;Single;Master
33178.0;1;0;9;12.0;6.0;2.0;11.0;2.0;16.0;1;1;0;3;4;0;0;0;0;0;0;3;11;0;43;2309;33.0;17;0;49.0;16.0;1;Low;Low;5;20.0;Together;Graduation
59973.0;0;0;47;130.0;30.0;168.0;20.0;34.0;0.0;1;3;4;7;1;0;0;0;0;0;0;3;11;0;48;2450;382.0;382;0;382.0;0.0;0;Medium;Medium;15;6.666666666666667;Married;PhD
17459.0;1;0;12;6.0;4.0;16.0;3.0;10.0;30.0;3;3;1;2;7;0;0;0;0;0;0;3;11;1;45;2442;39.0;9;0;69.0;30.0;1;Low;Low;9;33.33333333333333;Together;Master
23910.0;1;0;80;16.0;12.0;18.0;7.0;1.0;13.0;1;2;0;3;7;0;0;0;0;0;0;3;11;0;51;2770;54.0;41;0;67.0;13.0;1;Low;Low;6;16.666666666666664;Divorced;Graduation
42169.0;1;1;20;19.0;0.0;9.0;0.0;0.0;2.0;2;1;0;3;8;0;0;0;0;0;0;3;11;0;51;2412;28.0;26;0;30.0;2.0;2;Low;Medium;6;33.33333333333333;Married;Master
26224.0;1;0;39;4.0;7.0;15.0;13.0;9.0;15.0;3;2;1;3;6;0;0;0;0;0;0;3;11;0;42;2549;48.0;33;0;63.0;15.0;1;Low;Low;9;33.33333333333333;Married;2n Cycle
31089.0;1;0;57;31.0;3.0;31.0;2.0;8.0;4.0;3;3;0;4;8;0;0;0;0;0;0;3;11;0;39;2840;75.0;71;0;79.0;4.0;1;Low;Low;10;30.0;Together;Graduation
30081.0;0;1;27;36.0;0.0;2.0;0.0;0.0;4.0;1;1;0;3;7;0;0;0;0;0;0;3;11;0;59;2652;38.0;34;0;42.0;4.0;1;Low;Low;5;20.0;Single;Graduation
62807.0;0;1;83;526.0;28.0;135.0;10.0;21.0;99.0;3;5;3;12;5;0;0;0;0;0;0;3;11;0;60;2826;720.0;621;0;819.0;99.0;1;Medium;Medium;23;13.043478260869565;Together;Graduation
72906.0;0;0;79;400.0;32.0;519.0;71.0;75.0;54.0;1;3;4;9;1;0;0;0;0;0;0;3;11;0;65;2444;1097.0;1043;0;1151.0;54.0;0;High;High;17;5.88235294117647;Single;Graduation
61467.0;0;2;69;410.0;16.0;114.0;0.0;5.0;49.0;3;5;2;10;5;0;0;0;0;0;0;3;11;0;72;2726;545.0;496;0;594.0;49.0;2;Medium;Medium;20;15.0;Married;PhD
49618.0;1;1;77;80.0;3.0;26.0;4.0;2.0;14.0;4;3;1;3;7;0;0;0;0;0;0;3;11;0;54;2678;115.0;101;0;129.0;14.0;2;Medium;Medium;11;36.36363636363637;Together;Master
21888.0;1;0;15;88.0;10.0;46.0;2.0;3.0;64.0;4;5;1;2;10;0;0;0;0;0;0;3;11;1;34;2706;149.0;85;0;213.0;64.0;1;Medium;Low;12;33.33333333333333;Single;Master
26150.0;2;1;61;5.0;1.0;13.0;3.0;5.0;1.0;1;1;0;3;7;0;0;0;0;0;0;3;11;0;64;2634;27.0;26;0;28.0;1.0;3;Low;Low;5;20.0;Divorced;Graduation
30801.0;0;1;23;8.0;4.0;5.0;15.0;2.0;11.0;2;1;0;3;7;0;0;0;0;0;0;3;11;0;45;2770;34.0;23;0;45.0;11.0;1;Low;Low;6;33.33333333333333;Married;Basic
81168.0;0;0;84;410.0;0.0;592.0;147.0;22.0;22.0;1;6;4;7;3;0;0;0;1;0;0;3;11;0;55;2212;1171.0;1149;1;1193.0;22.0;0;High;High;18;5.555555555555555;Married;Graduation
26877.0;0;0;74;101.0;13.0;76.0;20.0;18.0;40.0;2;3;1;6;6;0;0;0;0;0;0;3;11;0;51;2473;228.0;188;0;268.0;40.0;0;Medium;Low;12;16.666666666666664;Single;Master
45006.0;0;0;90;162.0;25.0;53.0;16.0;0.0;10.0;1;3;1;7;3;0;0;0;0;0;0;3;11;0;76;2505;256.0;246;0;266.0;10.0;0;Medium;Medium;12;8.333333333333332;Widow;Master
18978.0;1;0;41;2.0;8.0;1.0;4.0;7.0;15.0;1;1;0;3;8;0;0;0;0;0;0;3;11;0;47;2724;22.0;7;0;37.0;15.0;1;Low;Low;5;20.0;Married;Basic
48240.0;0;0;73;389.0;91.0;248.0;64.0;49.0;41.0;3;6;3;13;5;0;0;0;0;0;0;3;11;1;51;2756;841.0;800;0;882.0;41.0;0;High;Medium;25;12.0;Single;PhD
45837.0;1;1;88;215.0;13.0;87.0;17.0;17.0;24.0;5;6;2;5;7;0;0;0;0;0;0;3;11;0;46;2497;349.0;325;0;373.0;24.0;2;Medium;Medium;18;27.77777777777778;Married;Graduation
35791.0;2;1;94;27.0;0.0;5.0;0.0;0.0;3.0;2;1;0;3;8;0;0;0;0;0;0;3;11;0;55;2578;32.0;29;0;35.0;3.0;3;Low;Low;6;33.33333333333333;Single;Master
54162.0;1;1;31;5.0;6.0;10.0;6.0;5.0;10.0;1;1;0;3;4;0;0;0;0;0;0;3;11;0;42;2627;32.0;22;0;42.0;10.0;2;Low;Medium;5;20.0;Widow;Graduation
30522.0;0;1;6;179.0;8.0;83.0;19.0;11.0;26.0;5;1;2;9;2;0;0;0;0;0;0;3;11;0;60;2840;300.0;274;0;326.0;26.0;1;Medium;Low;17;29.411764705882355;Married;Master
54456.0;0;1;23;352.0;0.0;27.0;10.0;0.0;15.0;3;6;1;7;6;0;0;0;0;0;0;3;11;0;59;2512;389.0;374;0;404.0;15.0;1;Medium;Medium;17;17.647058823529413;Married;PhD
31632.0;0;0;92;17.0;8.0;12.0;11.0;15.0;32.0;1;2;1;2;7;0;0;0;0;0;0;3;11;0;49;2509;63.0;31;0;95.0;32.0;0;Low;Low;6;16.666666666666664;Single;Graduation
72298.0;0;0;52;625.0;35.0;169.0;58.0;17.0;35.0;1;4;3;6;1;0;1;1;0;0;0;3;11;0;71;2270;904.0;869;2;939.0;35.0;0;High;High;14;7.142857142857142;Widow;Graduation
36975.0;1;0;50;10.0;6.0;11.0;0.0;4.0;2.0;1;1;0;3;7;0;0;0;0;0;0;3;11;0;42;2342;31.0;29;0;33.0;2.0;1;Low;Low;5;20.0;Single;2n Cycle
72635.0;0;0;54;390.0;22.0;323.0;104.0;35.0;107.0;1;6;8;6;3;0;0;0;1;0;0;3;11;0;65;2550;874.0;767;1;981.0;107.0;0;High;High;21;4.761904761904762;Married;2n Cycle
13624.0;1;0;93;10.0;2.0;15.0;2.0;1.0;6.0;2;2;0;3;6;0;0;0;0;0;0;3;11;0;44;2684;30.0;24;0;36.0;6.0;1;Low;Low;7;28.57142857142857;Married;Graduation
84196.0;0;1;56;215.0;63.0;507.0;231.0;31.0;190.0;1;8;4;7;3;0;0;0;0;0;0;3;11;0;45;2550;1047.0;857;0;1237.0;190.0;1;High;High;20;5.0;Single;Graduation
70971.0;0;1;28;1001.0;17.0;572.0;93.0;125.0;17.0;7;11;11;5;7;0;0;0;0;0;0;3;11;1;60;2805;1808.0;1791;0;1825.0;17.0;1;High;High;34;20.588235294117645;Together;Graduation
34487.0;1;1;94;19.0;18.0;33.0;24.0;1.0;8.0;3;3;0;3;9;0;0;0;0;0;0;3;11;0;43;2820;95.0;87;0;103.0;8.0;2;Medium;Low;9;33.33333333333333;Divorced;PhD
28769.0;1;0;76;41.0;5.0;129.0;10.0;3.0;3.0;3;4;1;4;9;0;0;0;0;0;0;3;11;0;43;2717;188.0;185;0;191.0;3.0;1;Medium;Low;12;25.0;Single;Graduation
69084.0;1;0;43;1181.0;107.0;199.0;39.0;30.0;30.0;2;7;3;13;8;0;0;0;0;0;0;3;11;0;50;2381;1556.0;1526;0;1586.0;30.0;1;High;High;25;8.0;Married;PhD
65488.0;0;0;46;603.0;45.0;207.0;36.0;18.0;54.0;1;3;4;6;1;0;0;0;0;0;0;3;11;0;62;2175;909.0;855;0;963.0;54.0;0;High;High;14;7.142857142857142;Together;PhD
32218.0;0;0;27;10.0;24.0;15.0;13.0;1.0;30.0;1;2;1;3;7;1;0;0;0;0;0;3;11;1;60;2293;63.0;33;1;93.0;30.0;0;Low;Low;7;14.285714285714285;Single;2n Cycle
83917.0;0;0;12;514.0;22.0;732.0;42.0;198.0;79.0;1;6;7;7;3;0;0;0;0;0;0;3;11;1;47;2596;1508.0;1429;0;1587.0;79.0;0;High;High;21;4.761904761904762;Single;Graduation
46102.0;2;1;3;14.0;0.0;1.0;0.0;0.0;1.0;1;1;0;2;7;0;0;0;0;0;0;3;11;0;58;2270;15.0;14;0;16.0;1.0;3;Low;Medium;4;25.0;Divorced;Graduation
84574.0;0;0;72;387.0;20.0;713.0;38.0;54.0;163.0;1;9;11;11;5;0;0;0;0;0;0;3;11;0;68;2549;1212.0;1049;0;1375.0;163.0;0;High;High;32;3.125;Single;Graduation
56181.0;0;1;6;121.0;103.0;69.0;8.0;44.0;48.0;1;4;2;7;4;0;0;0;0;0;0;3;11;0;58;2696;345.0;297;0;393.0;48.0;1;Medium;Medium;14;7.142857142857142;Married;Graduation
